"id","site","is_remote_flag","work_from_home_type","emails","job_url","title","company","location","date_posted","job_type","is_remote","job_level","company_url","skills","experience_range","company_rating","company_reviews_count","vacancy_count","scrape_timestamp","job_url_direct","description","salary_source","interval","min_amount","max_amount","currency","job_function","listing_type","company_industry","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
"li-4427261404","linkedin","Onsite/Hybrid","","","https://www.linkedin.com/jobs/view/4427261404","AWS Cloud Migration Engineer","Live Connections","Pune District, Maharashtra, India","2026-06-13","",False,"","https://in.linkedin.com/company/live-connections","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4425360190","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4425360190","DevOps Engineer (25LPA - 35LPA)","CodeRound AI","","2026-06-13","",False,"","https://in.linkedin.com/company/coderoundai","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4427264369","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4427264369","Senior Platform Engineer","QuantumCommit","Bengaluru, Karnataka, India","2026-06-13","",False,"","https://www.linkedin.com/company/qunatumcommit","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4428318143","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4428318143","DevOps Manager","Crescendo Global","Noida, Uttar Pradesh, India","2026-06-13","",False,"","https://in.linkedin.com/company/crescendo-global","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4425340675","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4425340675","Cloud Engineer","ZettaMine Labs Pvt. Ltd.","","2026-06-13","",False,"","https://in.linkedin.com/company/zettamine-technologies","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4427271087","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4427271087","Logic Monitor Implementation Engineer","Elverve","Coimbatore, Tamil Nadu, India","2026-06-13","",False,"","https://www.linkedin.com/company/elverveconsulting","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4423234242","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4423234242","IS Technology Specialist","ABB","Bengaluru East, Karnataka, India","2026-06-13","",False,"","https://ch.linkedin.com/company/abb","","","","","","2026-06-13 06:17:00","","","","","","","","","","","","","","","",""
"li-4425368016","linkedin","Onsite/Hybrid","","","https://www.linkedin.com/jobs/view/4425368016","Senior Cloud Security Engineer","SID Information Technologies","Hyderabad, Telangana, India","2026-06-13","",False,"","https://www.linkedin.com/company/sidinformation","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"li-4428317427","linkedin","Onsite/Hybrid","","","https://www.linkedin.com/jobs/view/4428317427","IT Head","Agivant Technologies","Hyderabad, Telangana, India","2026-06-13","",False,"","https://www.linkedin.com/company/agivanttech","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"li-4427268518","linkedin","Onsite/Hybrid","","","https://www.linkedin.com/jobs/view/4427268518","Principal Engineer (Cloud Platforms)","ThoughtSpot","Bengaluru, Karnataka, India","2026-06-13","",False,"","https://www.linkedin.com/company/thoughtspot","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"li-4425376097","linkedin","Onsite/Hybrid","","","https://www.linkedin.com/jobs/view/4425376097","Cloud & AI Engineer","IBM","Bengaluru, Karnataka, India","2026-06-13","",False,"","https://www.linkedin.com/company/ibm","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"in-a935abc95fa34173","indeed","Onsite/Hybrid","","","https://in.indeed.com/viewjob?jk=a935abc95fa34173","DevOps Engineer","Gotrust","MH, IN","2026-06-13","fulltime",False,"","https://in.indeed.com/cmp/Gotrust","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/devops-engineer-a935abc95fa34173","**Job Title: DevOps Engineer**  
**Location:** Mumbai (On-site)- Client site  
**Experience:** 3–6 Years

**Job Summary**

We are looking for a skilled DevOps Engineer to join our team in Mumbai. The ideal candidate should have hands-on experience in managing on-premise and AWS cloud infrastructure, Kubernetes, CI/CD pipelines, and automation tools. The candidate will be responsible for ensuring the reliability, scalability, and security of our infrastructure and deployment processes.

**Key Responsibilities**

* Manage and maintain on-premise and AWS cloud environments.
* Deploy, configure, and manage Kubernetes clusters.
* Design, implement, and optimize CI/CD pipelines using Jenkins.
* Automate infrastructure provisioning and deployment processes.
* Monitor system performance, availability, and security.
* Troubleshoot infrastructure, deployment, and application-related issues.
* Collaborate with development and security teams to ensure smooth software releases.
* Implement backup, disaster recovery, and high-availability solutions.

**Required Skills**

* Strong experience with AWS services (EC2, VPC, IAM, S3, RDS, etc.).
* Hands-on experience with Kubernetes administration and container orchestration.
* Experience in building and managing CI/CD pipelines using Jenkins.
* Knowledge of Docker and containerization technologies.
* Experience managing Linux-based servers.
* Understanding of networking, security, and system administration concepts.
* Experience with infrastructure automation and scripting (Shell, Python, or similar).

**Preferred Qualifications**

* Experience with Terraform, Ansible, or other Infrastructure as Code (IaC) tools.
* Knowledge of monitoring tools such as Prometheus, Grafana, or ELK Stack.
* AWS or Kubernetes certifications will be an added advantage.

**Location:** Mumbai (On-site)  
**Employment Type:** Full-Time

Pay: ₹398,430.46 - ₹1,616,155.81 per year

Work Location: In person","","","","","","","","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e65168e2740791398c14058f7bee3a3e","","","","",""
"in-56973c27e8f238a5","indeed","Onsite/Hybrid","","","https://in.indeed.com/viewjob?jk=56973c27e8f238a5","Service Engineer","HEMA ELECTRICAL","MH, IN","2026-06-13","fulltime",False,"","https://in.indeed.com/cmp/Hema-Electrical","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/service-engineer-56973c27e8f238a5","**About Us:**

HEMA ELECTRICAL is a leading Manufacturing company in Servo Voltage Stabilizers, Online UPS, Isolation Transformers, Distribution Transformers. We are committed to delivering high-quality products and exceptional customer service.

**Position Summary:**

We are seeking a highly motivated Service Engineer to join our team. The ideal candidate will have a strong technical background in electrical engineering and a passion for providing exceptional customer support.

**Key Responsibilities:**

* Assemble and install stabilizers, ensuring proper functionality and compliance with safety standards.
* Wire various electrical components, devices, and systems according to schematics, diagrams, and specifications.
* Inspect and check voltage ranges to ensure optimal operation.
* Demonstrate a deep understanding of stabilizers, online UPS systems, and their applications.
* Provide prompt and efficient technical support to customers over the phone, and in person.
* Be prepared to travel to customer sites to provide on-site service and repairs as needed.

**Qualifications:**

* Bachelor's degree in Electrical Engineering or a related field.
* Minimum of 5-6 years of experience in electrical service or a similar role.
* Ability to work independently and as part of a team.
* Willingness to travel for field service assignments.

**Benefits:**

* Competitive salary and benefits package.
* Supportive and collaborative work environment.
* Opportunities for professional growth and development

Job Type: Full-time

Pay: ₹20,000.00 - ₹25,000.00 per month

Benefits:

* Paid sick time

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)

Willingness to travel:

* 75% (Preferred)

Work Location: In person","","","","","","","","","","","","","",""
"li-4428316917","linkedin","Onsite/Hybrid","","","https://www.linkedin.com/jobs/view/4428316917","AI Infrastructure (Operations) Engineer","BharatGen","","2026-06-13","",False,"","https://in.linkedin.com/company/bharatgen","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"in-d3959416faa6ed14","indeed","Remote","","cryoflametechnologies@gmail.com","https://in.indeed.com/viewjob?jk=d3959416faa6ed14","DevOps Engineer","Cryoflame Technologies","KL, IN","2026-06-13","fulltime",True,"","https://in.indeed.com/cmp/Cryoflame-Technologies","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/devops-engineer-d3959416faa6ed14","DevOps Engineer

Company: Cryoflame Technologies

Location: Kalamassery, Kochi, Kerala

Job Type: Full-Time

Experience: 0–2 Years

Salary: ₹10,000 – ₹25,000 Per Month

About Us

Cryoflame Technologies is a growing IT solutions company specializing in Software Development, Mobile Application Development, Web Development, Cloud Solutions, Digital Marketing, and Creative Media Services. We are committed to delivering scalable, secure, and high-performance digital solutions to businesses across various industries.

Job Overview

We are looking for a motivated and enthusiastic DevOps Engineer to join our technical team. The ideal candidate should have a basic understanding of cloud infrastructure, deployment processes, CI/CD pipelines, server management, and automation tools. This role is ideal for freshers and junior professionals looking to build a career in DevOps and Cloud Engineering.

Roles and Responsibilities

\\* Assist in deploying and maintaining web and mobile applications on cloud platforms.

\\* Monitor server performance, application uptime, and infrastructure health.

\\* Configure and manage Linux-based servers.

\\* Support the implementation and maintenance of CI/CD pipelines.

\\* Collaborate with development teams to streamline deployment processes.

\\* Manage source code repositories and version control systems.

\\* Assist in infrastructure automation and configuration management.

\\* Monitor logs, troubleshoot issues, and resolve deployment-related problems.

\\* Implement security best practices for servers and applications.

\\* Perform regular backups and disaster recovery procedures.

\\* Document deployment processes, server configurations, and operational procedures.

\\* Stay updated with the latest DevOps tools, technologies, and best practices.

Required Skills

\\* Linux Administration Fundamentals

\\* Git & GitHub

\\* Basic Networking Concepts

\\* Cloud Computing Fundamentals

\\* Shell Scripting / Bash

\\* CI/CD Concepts

\\* Docker Fundamentals

\\* Server Monitoring & Troubleshooting

\\* Problem-Solving Skills

\\* System Administration Basics

Preferred Skills

\\* AWS, Azure, or Google Cloud Platform

\\* Docker & Docker Compose

\\* Kubernetes Fundamentals

\\* Jenkins, GitHub Actions, or GitLab CI/CD

\\* Nginx or Apache Server Management

\\* Terraform Basics

\\* SSL Certificate Management

\\* DNS and Domain Management

\\* Database Backup & Recovery

\\* Monitoring Tools (Prometheus, Grafana, etc.)

\\* Python or Bash Scripting

Educational Qualifications

\\* BCA / MCA

\\* B.Tech / M.Tech

\\* B.Sc / M.Sc Computer Science

\\* Information Technology or related field

Freshers with DevOps, Linux Administration, Cloud Computing, or System Administration projects, internships, or certifications are encouraged to apply.

What We Offer

\\* Competitive salary package based on skills and experience.

\\* Opportunity to work on real-world cloud and infrastructure projects.

\\* Exposure to modern DevOps tools and technologies.

\\* Career growth and professional development opportunities.

\\* Supportive and collaborative work environment.

\\* Learning opportunities from experienced developers and engineers.

How to Apply

Interested candidates can send their updated resume along with relevant project details, GitHub profile, certifications, or portfolio links to:

cryoflametechnologies@gmail.com

Subject: Application for DevOps Engineer – Kalamassery

Preferred Attachments

\\* Updated Resume/CV

\\* GitHub Profile (Optional)

\\* Cloud/DevOps Certifications (If Any)

\\* Project Details (If Any)

Salary: ₹10,000 – ₹25,000 per month (Based on skills, certifications, project experience, and interview performance).

Job Type: Full-time

Pay: ₹10,000.00 - ₹25,000.00 per month

Benefits:

* Flexible schedule
* Paid time off
* Work from home

Work Location: In person","","","","","","","","","","","","","",""
"in-b914289bcf6aea82","indeed","Remote","","","https://in.indeed.com/viewjob?jk=b914289bcf6aea82","Desktop Service Engineer","ASCENT E-DIGIT SOLUTIONS PVT LTD","TN, IN","2026-06-13","fulltime",False,"","https://in.indeed.com/cmp/Ascent-E--digit-Solutions-Pvt-Ltd","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/desktop-service-engineer-b914289bcf6aea82","**Job Summary:**

We are looking for a Desktop Support Engineer to work in our laptop refurbishment unit. The candidate will handle checking, repairing, and preparing laptops for resale. Basic technical knowledge and willingness to learn are important for this role.

**Key Responsibilities:**

\\* Check and test used laptops and desktops.

\\* Install operating systems (Windows) and required software.

\\* Troubleshoot basic hardware and software issues.

\\* Replace or repair parts like RAM, SSD, battery, keyboard, etc.

\\* Clean and prepare laptops for resale.

\\* Maintain records of repaired systems.

\\* Support the team in daily refurbishment work.

**Requirements:**

\\* Basic knowledge of computers and laptop hardware.

\\* Diploma / ITI / Any technical qualification preferred.

\\* Freshers or candidates with 1–2 years experience can apply.

\\* Willing to work in Sriperumbudur.

\\* Hardworking and ready to learn.

**What We Offer:**

**\\* Free food and accommodation.**

\\* Stable job in a growing refurbishment business.

\\* Opportunity to learn laptop repair and technical skills.

Interested Candidates Contact HR

8220004866

Job Types: Full-time, Permanent

Pay: ₹15,000.00 - ₹25,000.00 per month

Benefits:

* Health insurance
* Provident Fund

Ability to commute/relocate:

* Sriperumbudur, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Experience:

* Desktop support: 1 year (Required)

Work Location: In person","","","","","","","","","","","","","",""
"in-3629a98a8b04c2d9","indeed","Remote","","","https://in.indeed.com/viewjob?jk=3629a98a8b04c2d9","Service Engineer","Labour Wale And Co.","GJ, IN","2026-06-13","fulltime",False,"","https://in.indeed.com/cmp/Labour-Wale-and-Co.-2","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/service-engineer-3629a98a8b04c2d9","**Job Description**

We are hiring a **Solar Service Engineer** to handle installation support, maintenance, and troubleshooting of solar systems.

**Key Responsibilities**

* Install and service solar systems and equipment
* Troubleshoot inverter, panel, and electrical issues
* Conduct site visits and maintenance activities
* Coordinate with clients for service support
* Prepare service reports and maintain records
* Ensure timely completion of service calls

**Requirements**

* Diploma / ITI / BE in Electrical or relevant field
* Knowledge of solar systems and electrical wiring
* Field service experience preferred
* Problem-solving and communication skills
* Two-wheeler must

**Salary**

₹15,000 – ₹25,000 per month

Pay: ₹22,000.00 - ₹25,000.00 per month

Work Location: In person","","","","","","","","","","","","","",""
"in-e4be2c90d6503660","indeed","Remote","","","https://in.indeed.com/viewjob?jk=e4be2c90d6503660","DevOps Engineer","Mirusports","TN, IN","2026-06-13","fulltime",False,"","https://in.indeed.com/cmp/Mirusports","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/devops-engineer-e4be2c90d6503660","**Responsibilities**

* Providing 24/7 DevOps Support and should be able to work in shifts.
* Setting up and maintaining infrastructure and on an on-going basis understanding the improvement areas for service reliability, scaling, availability etc
* Automating CI/CD process, platform services using open-source tools. Developing CICD pipelines & understanding CICD pipelines improvement areas to drive up speed of Service Delivery with reliability.
* Understanding the infrastructure footprint and various applications running on the servers.
* Driving automation and best practices for DevOps, Infra set up & maintenance. Automating day to day operational and deployment tasks using tools.
* Linux OS administration, Storage and File Systems, Backup and Restore.
* Monitoring infrastructure and running services, taking action on generated alerts.

**Skills Required**

* Experience in working with configuration management tools such as Puppet, Ansible, etc.
* Experience in CI/CD ecosystem - Jenkins, Github, etc.
* Experience deploying applications on public/private/hybrid cloud infrastructure - i.e., AWS, GCP, Azure, OpenStack, etc.
* Experience working in designing, deploying, and managing infrastructure with exposure to solution design and deployment of resilient, HA, Highly Scalable & DR architecture.
* Strong experience in server administration (Linux / Ubuntu Server).
* Docker containers and Kubernetes - Hands-on experience on writing Docker files and composor files. Experience in Kubernetes yaml files.
* Strong troubleshooting, debugging skills. Good performance diagnostic skills.
* Fair understanding of operating systems.
* Understanding of micro services, application servers, web servers, messaging servers, NOSQL and SQL database technologies.
* Strong experience in mentoring and training skilled engineers.

**Educational qualification:** BE, MCA / Any relevant degree or any DevOps related Certification.

**Experience:** 3 years to 10+ years

**Job Location:** Nagercoil

**About Us:**

Mafiree has served a lot of companies inside and outside the country for more than 17 years. It has provided all kinds of IT based services including developmental support, under which database administration & management becomes its core strength. Mafiree showcases a versatile experience in technologies like MSSQL, MySQL, PostgreSQL, PHP, JAVA, Android development, NO SQL etc.

Job Type: Full-time

Pay: ₹800,000.00 - ₹1,500,000.00 per year

Benefits:

* Health insurance
* Provident Fund

Work Location: In person","","","","","","","","","","","","","",""
"in-e72302a4ed4af70a","indeed","Remote","","","https://in.indeed.com/viewjob?jk=e72302a4ed4af70a","Junior DevOps Engineer","Mirusports","TN, IN","2026-06-13","fulltime",False,"","https://in.indeed.com/cmp/Mirusports","","","","","","2026-06-13 08:20:38","http://in.indeed.com/job/junior-devops-engineer-e72302a4ed4af70a","**Responsibilities**

* Providing 24/7 DevOps Support and should be able to work in shifts.
* Setting up and maintaining infrastructure and on an on-going basis understanding the improvement areas for service reliability, scaling, availability etc
* Automating CI/CD process, platform services using open-source tools. Developing CICD pipelines & understanding CICD pipelines improvement areas to drive up speed of Service Delivery with reliability.
* Understanding the infrastructure footprint and various applications running on the servers.
* Driving automation and best practices for DevOps, Infra set up & maintenance. Automating day to day operational and deployment tasks using tools.
* Linux OS administration, Storage and File Systems, Backup and Restore.
* Monitoring infrastructure and running services, taking action on generated alerts.

**Skills Required**

* Experience in working with configuration management tools such as Puppet, Ansible, etc.
* Experience in CI/CD ecosystem - Jenkins, Github, etc.
* Experience deploying applications on public/private/hybrid cloud infrastructure - i.e., AWS, GCP, Azure, OpenStack, etc.
* Experience working in designing, deploying, and managing infrastructure with exposure to solution design and deployment of resilient, HA, Highly Scalable & DR architecture.
* Strong experience in server administration (Linux / Ubuntu Server).
* Docker containers and Kubernetes - Hands-on experience on writing Docker files and composor files. Experience in Kubernetes yaml files.
* Strong troubleshooting, debugging skills. Good performance diagnostic skills.
* Fair understanding of operating systems.
* Understanding of micro services, application servers, web servers, messaging servers, NOSQL and SQL database technologies.
* Strong experience in mentoring and training skilled engineers.

**Educational qualification:** BE, MCA / Any relevant degree or any DevOps related Certification.

**Experience:** 0 to 2 years

**Job Location:** Nagercoil

**About Us:**

Mafiree has served a lot of companies inside and outside the country for more than 17 years. It has provided all kinds of IT based services including developmental support, under which database administration & management becomes its core strength. Mafiree showcases a versatile experience in technologies like MSSQL, MySQL, PostgreSQL, PHP, JAVA, Android development, NO SQL etc.

Job Type: Full-time

Pay: ₹200,000.00 - ₹400,000.00 per year

Benefits:

* Health insurance
* Provident Fund

Work Location: In person","","","","","","","","","","","","","",""
"li-4427266435","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4427266435","Freelance/contract work: Senior Edge Platform Engineer (Industrial IoT / Raspberry Pi / Modbus)  4+ Experience","Qzensys Solutions","","2026-06-13","",False,"","https://in.linkedin.com/company/qzensys-solutions","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"li-4427264475","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4427264475","Biomedical Equipment Service Engineer","Genist Technocracy Pvt Ltd","Uttar Pradesh, India","2026-06-13","",False,"","https://in.linkedin.com/company/genist-technocracy-pvtltd","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
"li-4427283009","linkedin","Remote","","","https://www.linkedin.com/jobs/view/4427283009","Senior Oracle DBA + Oracle BRM (Remote Offshore)","ThreatXIntel","","2026-06-13","",True,"","https://in.linkedin.com/company/threatxintel","","","","","","2026-06-13 08:20:38","","","","","","","","","","","","","","","",""
